,mean_no_cancer,mean_cancer,variance_no_cancer,variance_cancer,dif_abs_mean,logFC,abs_logFC
HACD2,0.011505719612942514,0.010233190127085613,2.087414541959485e-05,2.4552811188679872e-05,0.0012725294858569013,-0.1690796615580495,0.1690796615580495
STARD7,0.051196192274008206,0.045537284105102785,0.0002450041438921786,0.0002887815454579599,0.005658908168905422,-0.16898476161246564,0.16898476161246564
PTGDR,0.004404305968536459,0.003917446773615302,3.2447537158044833e-06,2.176093533743052e-06,0.0004868591949211574,-0.16896032411547365,0.16896032411547365
COQ9,0.03519137544328174,0.03130237062748806,0.00014477134921323296,0.00013968478894767984,0.003889004815793684,-0.16894488814700237,0.16894488814700237
JTB,0.05726793991244051,0.06438272624006167,0.0005839035505982305,0.0008636047804944481,0.007114786327621157,0.16894317749195636,0.16894317749195636
WFDC3,0.025075876505493228,0.022305227396655428,3.1106961169695033e-05,4.121073162107661e-05,0.0027706491088378,-0.16891112754585688,0.16891112754585688
SCGB2B2,0.016666142591411248,0.014824805908093867,2.431593974102336e-05,3.8094808909833476e-05,0.0018413366833173808,-0.16889626083932158,0.16889626083932158
DOCK7,0.03307956335520885,0.037187564671210524,0.00014352014821065166,0.00022394985614079309,0.004108001316001676,0.1688752632884344,0.1688752632884344
RAB4A,0.02121852128461105,0.018874638830177985,2.5924201786323573e-05,4.697670995829305e-05,0.002343882454433066,-0.1688666371478499,0.1688666371478499
CCSAP,0.02208401647493642,0.019645149285885184,2.341999284185561e-05,2.0492604137798456e-05,0.0024388671890512373,-0.16882134168898563,0.16882134168898563
SRBD1,0.30607035019620077,0.34405658790130844,0.008382797444282936,0.01430751993826507,0.03798623770510767,0.1687820537762802,0.1687820537762802
DEFB131A,0.06315215847574641,0.05618089104311064,0.00019764563848879995,0.00030629208706341827,0.006971267432635778,-0.1687497038654945,0.1687497038654945
DESI2,0.003953767830924457,0.004444430756870418,4.0833083944905135e-06,5.2187118883640095e-06,0.0004906629259459607,0.16873021907964036,0.16873021907964036
CNTNAP4,0.08844626033664413,0.09941749305519103,0.0009502337659107837,0.0015933900653904221,0.0109712327185469,0.16869677969104802,0.16869677969104802
SUN5,0.06902394612094132,0.06140762268236656,0.0004010732704014447,0.00038774342252446655,0.007616323438574754,-0.1686766110612184,0.1686766110612184
SUPT20H,0.09421028760856526,0.10589473044092511,0.0013842978052185722,0.0021482628021437765,0.011684442832359851,0.16867259621419017,0.16867259621419017
ZNF491,0.013830432331011212,0.01554568402417561,5.1085117252436414e-05,8.271320315503809e-05,0.0017152516931643984,0.16865633426688695,0.16865633426688695
IFIT5,0.20385619129548158,0.2291358698340428,0.00473010630768808,0.00849853810802738,0.025279678538561223,0.16865076728932873,0.16865076728932873
OR10W1,0.0867942865874027,0.0975512456829323,0.0010337132426349624,0.0015994560586923632,0.010756959095529608,0.16855838517039343,0.16855838517039343
ZNF654,0.24569300792322077,0.2761363451846638,0.005772409339150932,0.00982773498367701,0.03044333726144302,0.16852333998544253,0.16852333998544253
CEACAM16,0.011040434377543802,0.012408538556493782,8.240770668615688e-05,9.798263303875762e-05,0.00136810417894998,0.16852186763536756,0.16852186763536756
CEP19,0.0058085515132991474,0.005168170210053663,5.952667269804206e-06,7.609603354263833e-06,0.000640381303245484,-0.1684940865009557,0.1684940865009557
GUK1,0.10936155838135272,0.12290214171725021,0.00262068836951033,0.003790680785284355,0.013540583335897485,0.16840289689283527,0.16840289689283527
MTERF4,0.035118824018530115,0.03946625430624772,0.00020789060951224836,0.00036074294493673205,0.004347430287717606,0.16837054029509113,0.16837054029509113
AC026398.1,0.04348229082038174,0.048863033141561985,0.00020168670268494988,0.00022919122543497785,0.005380742321180243,0.16831181792053523,0.16831181792053523
ZNF341,0.048079771353134924,0.05402617589625927,0.00017045237176602,0.00031212037557716246,0.0059464045431243465,0.1682252303183266,0.1682252303183266
FARSB,0.06820859974882544,0.07664416291911783,0.0006596991101764332,0.0010416566208016665,0.008435563170292384,0.1682199492322121,0.1682199492322121
DPY19L1,0.015927094929147508,0.014175684921424424,0.0005043744889977604,0.00045832257420001755,0.0017514100077230844,-0.16805351250576103,0.16805351250576103
VWC2L,0.005353702708148973,0.004765159656738924,1.1284700806812681e-06,1.6024968063017957e-06,0.0005885430514100485,-0.1679791993925464,0.1679791993925464
RFESD,0.08644224613768223,0.09710347705889841,0.0005693781454642776,0.001046820106987669,0.01066123092121618,0.16778456383166548,0.16778456383166548
SLC16A5,0.0607007255544567,0.06818646075809498,0.00035672215573899133,0.0005227650311557563,0.00748573520363828,0.16776893292998257,0.16776893292998257
PLCB3,0.042119904019901906,0.047311714939870506,0.0010004321206334387,0.0013430209622896836,0.005191810919968599,0.16769154868393063,0.16769154868393063
C1orf122,0.002359720482505212,0.00210067272652858,5.897768364292471e-07,5.373274608542593e-07,0.0002590477559766321,-0.16768920194512751,0.16768920194512751
CFAP74,0.23210650181597955,0.26070385284032926,0.003850928018661549,0.006750420859815044,0.02859735102434971,0.16762428592203235,0.16762428592203235
ODAM,0.009497353075214593,0.010667584208415149,3.903887889768514e-05,3.619632186091724e-05,0.0011702311332005555,0.1676194431693034,0.1676194431693034
NACAD,0.012941755986226171,0.011522419119263355,0.00021184610979921818,0.00019251485838926637,0.001419336866962816,-0.1675760095519245,0.1675760095519245
CPT1C,0.0029253583193756157,0.003285774208961893,8.726557342554572e-06,1.0466970124799306e-05,0.00036041588958627725,0.16756591942379206,0.16756591942379206
NRG3,0.13363366486878345,0.1500896782468517,0.00257863034164767,0.0037412306707894586,0.016456013378068263,0.16754008574506277,0.16754008574506277
DISP2,0.008207014193647713,0.009217576790361705,5.919832265332641e-05,5.575730375807151e-05,0.001010562596713992,0.16751081170836776,0.16751081170836776
STRA6,0.42169241330482143,0.4736083595598524,0.03802634578630268,0.053853839205286615,0.05191594625503099,0.1675031046372957,0.1675031046372957
SF3A1,0.08856939556812855,0.0788660435004575,0.00026580514442860377,0.00036699697076364066,0.009703352067671048,-0.16740200097837787,0.16740200097837787
THSD4,0.007543499650725592,0.006717043282004105,7.205193697438288e-06,5.3584969178270135e-06,0.0008264563687214871,-0.16738413437874894,0.16738413437874894
ABCB6,0.05056901254095083,0.056787069174609024,0.0008725892059214014,0.0011350505215378215,0.006218056633658195,0.16730572393487642,0.16730572393487642
TMPRSS11D,0.003354316463022886,0.002986956386095936,2.4196111699654857e-06,2.973789086486046e-06,0.0003673600769269502,-0.16728975346938915,0.16728975346938915
NPIPB4,0.003354316463022886,0.002986956386095936,2.4196111699654857e-06,2.973789086486046e-06,0.0003673600769269502,-0.16728975346938915,0.16728975346938915
ADRB3,0.0033543164630228817,0.0029869563860959337,2.4196111699654853e-06,2.9737890864860443e-06,0.00036736007692694805,-0.16728975346938826,0.16728975346938826
CALHM4,0.0023529013071977123,0.0026421143029735326,1.5269344158230784e-06,2.1995965612355694e-06,0.00028921299577582037,0.16718498320189995,0.16718498320189995
GAB4,0.0023529013071977123,0.0026421143029735326,1.5269344158230784e-06,2.1995965612355694e-06,0.00028921299577582037,0.16718498320189995,0.16718498320189995
FAM69B,0.045334127857442674,0.0509019466960439,0.0005513800445209976,0.0007814610656668709,0.005567818838601225,0.16711982046782087,0.16711982046782087
PITX1,0.04390747965687772,0.039107268700809154,0.00024465057001517635,0.0003210516948074598,0.004800210956068564,-0.16702591136333111,0.16702591136333111
EVI2A,0.0691646838780084,0.07765290671062301,0.0009051930107032622,0.0014370918313087126,0.008488222832614606,0.16700207612214657,0.16700207612214657
OPRL1,0.10539930357780615,0.11833157720892933,0.006621421848124559,0.008223504285449951,0.012932273631123176,0.16696828307337,0.16696828307337
H1FOO,0.011338180496083016,0.010099125004816375,7.651261597836039e-05,7.642148621032732e-05,0.0012390554912666413,-0.16694322907049075,0.16694322907049075
IFI16,0.008032837078529524,0.007155073629033821,4.18291965147517e-06,3.796746984068871e-06,0.000877763449495703,-0.16692097328256264,0.16692097328256264
AC019257.8,0.005484856961160928,0.006157750717039715,1.1288920406399745e-05,1.719764356975294e-05,0.0006728937558787866,0.16692072881783446,0.16692072881783446
CCDC190,0.00531210759272502,0.004731692667535575,4.038867732910637e-06,3.084398950105408e-06,0.0005804149251894455,-0.16689468918200578,0.16689468918200578
PLA2G1B,0.06000929453914012,0.06736687520867639,0.0013790086016402495,0.0019632072889560256,0.007357580669536269,0.16685078642712453,0.16685078642712453
NUDT10,0.26785211227516853,0.3006914918997819,0.01048926576444009,0.018511492525068087,0.03283937962461336,0.16684678587173324,0.16684678587173324
AC002996.1,0.013572087011098067,0.012089883471100763,7.37504425079123e-05,8.48738547472237e-05,0.0014822035399973035,-0.16682921412741006,0.16682921412741006
RNF180,0.006162787319430853,0.005489778744126505,7.82701206136215e-06,9.769370931434745e-06,0.0006730085753043477,-0.16680630497491475,0.16680630497491475
EFCAB12,0.011486049529495418,0.012893814845251586,0.000144461554021655,0.00017254494117543054,0.0014077653157561678,0.16678277122815802,0.16678277122815802
FAM120C,0.010784574703313827,0.009607196584615575,2.204428836732575e-05,3.367107892007835e-05,0.0011773781186982524,-0.16676547760876714,0.16676547760876714
HMGN2,0.0023637031263625294,0.002105600985642114,1.2594269718354297e-06,9.076485991027152e-07,0.0002581021407204154,-0.166741996559862,0.166741996559862
AKAP8,0.0028992972189965547,0.002582919079163012,4.221119007491505e-07,8.286032080922146e-07,0.0003163781398335427,-0.16663986375879836,0.16663986375879836
CDKL4,0.003265043860589431,0.0029088560000073813,9.667913389085347e-07,1.4110152685119495e-06,0.00035618786058204963,-0.1665964050969863,0.1665964050969863
SELENOW,0.06373194976132444,0.0715299597467269,0.0005302565713585011,0.0008484841713998768,0.007798009985402463,0.1665283638558264,0.1665283638558264
FANCD2OS,0.035397064976305535,0.03972809582756811,0.00038302415455571825,0.0005150757832417807,0.004331030851262574,0.16652546229511253,0.16652546229511253
C16orf71,0.030764155838106995,0.027410955770701507,3.3094078536080605e-05,4.838112109838226e-05,0.003353200067405488,-0.16649203607872767,0.16649203607872767
SAV1,0.0019639682910573787,0.0017498101610871244,1.7263805581405578e-06,1.3600134875312426e-06,0.00021415812997025428,-0.16648336970970415,0.16648336970970415
TMPRSS3,0.001724639810464253,0.0015365789143881494,1.3312646709163705e-06,1.048747855380271e-06,0.0001880608960761036,-0.16647090799136866,0.16647090799136866
ZNF227,0.036824595135471844,0.04132856852502744,0.00024412756107657695,0.00036388063293261763,0.0045039733895555975,0.1664654615269318,0.1664654615269318
SCN7A,0.02137505432022727,0.023989040033445243,0.00011280792229392799,0.00018051468009638405,0.0026139857132179735,0.16643998606939975,0.16643998606939975
ASTL,0.04805538845006536,0.05392845360416082,0.00015850241211465345,0.0002865943760960069,0.005873065154095462,0.16634518636472537,0.16634518636472537
NCAPG2,0.08077935286390392,0.09064783799956602,0.00396799827217891,0.005291834824560721,0.009868485135662103,0.16628407858991254,0.16628407858991254
UBE2J1,0.08773021723443909,0.09844583786755301,0.0010449680072686992,0.0018802889880979886,0.010715620633113918,0.16625458171907753,0.16625458171907753
HYLS1,0.019161508955370096,0.021502044659035158,0.0003941739663924685,0.0004791001639145352,0.0023405357036650615,0.1662544822392725,0.1662544822392725
VPS33B,0.1713967374778679,0.19232696632495833,0.003385883387540946,0.005401060383469702,0.02093022884709042,0.1662204941869737,0.1662204941869737
USP24,0.03756463032561524,0.04215179250718734,0.00042181391070460395,0.0005629810208433209,0.004587162181572103,0.16621489902733677,0.16621489902733677
DAAM1,0.12388793177706715,0.1390135331080089,0.0013143530999588837,0.0020870809281602278,0.015125601330941749,0.16618841263337802,0.16618841263337802
AAMDC,0.0007743419856850889,0.0008689845040658602,4.6660535204355035e-07,6.09402994745567e-07,9.464251838077128e-05,0.16615691360834903,0.16615691360834903
RNF135,0.01982374997602348,0.022243648987728876,0.00016495483030607767,0.00019100910435646093,0.0024198990117053967,0.16615566230917325,0.16615566230917325
GJA4,0.003266235810716411,0.0029108398140683437,1.3797042170460307e-05,1.2084637732367259e-05,0.00035539599664806713,-0.16613959187358965,0.16613959187358965
ESS2,0.03994217022142927,0.04481678927762179,0.0001367864670792518,0.00011938695993547293,0.0048746190561925196,0.1661226453610646,0.1661226453610646
SSH1,0.00593439548262745,0.005288875664871726,8.634687453460067e-06,6.5497173150529645e-06,0.0006455198177557232,-0.16611034847904993,0.16611034847904993
GGT7,0.07395887716343057,0.08298406370873919,0.0004916181820599165,0.0009484912549624964,0.009025186545308622,0.16610886381611403,0.16610886381611403
NXF1,0.011670492697085783,0.013094335516689351,0.00015958827133836947,0.0001651992741642564,0.0014238428196035689,0.16606394076487493,0.16606394076487493
PLGRKT,0.00983700322082119,0.008767448941345448,0.00013980236638224894,0.00013005104720730326,0.0010695542794757415,-0.16604386173659155,0.16604386173659155
TRIM14,0.0018596859144895499,0.0016574135248558469,5.581140937968492e-06,5.068806569616544e-06,0.000202272389633703,-0.16603076047051374,0.16603076047051374
SLC2A12,0.0018596859144895499,0.0016574135248558469,5.581140937968492e-06,5.068806569616544e-06,0.000202272389633703,-0.16603076047051374,0.16603076047051374
EEF1A2,0.055420802242735066,0.06217950435668981,0.0002701750451075175,0.00046556215878635737,0.006758702113954747,0.16600869258085282,0.16600869258085282
GSG1L2,0.003362859019486017,0.002997280578756291,1.4600445450536335e-05,1.3007408969039379e-05,0.00036557844072972624,-0.16598184616240194,0.16598184616240194
KCNE3,0.010723504934952192,0.00955803582558557,2.5240713894391677e-05,3.5586725550699966e-05,0.0011654691093666222,-0.16597403863303656,0.16597403863303656
ERCC5,0.014525886110803115,0.01294755857247909,1.0010481304593051e-05,1.4887323946712708e-05,0.0015783275383240251,-0.16593398263851686,0.16593398263851686
TAGLN,0.061031949140974845,0.06846602405467134,0.0004684855163814515,0.0007149111572786311,0.007434074913696492,0.1658210026998307,0.1658210026998307
ODF3L2,0.022727370531027167,0.020259563275197078,0.0003686802984107434,0.0003326797002628667,0.0024678072558300887,-0.1658199726153714,0.1658199726153714
TFAM,0.1224968158829244,0.137417136277118,0.0015258002015255694,0.0027060268210213068,0.014920320394193595,0.1658163954161046,0.1658163954161046
SPRR3,0.01010142012540864,0.00900479514330143,5.024283516005163e-05,6.22023317477672e-05,0.0010966249821072107,-0.16577537904479228,0.16577537904479228
ZSWIM1,0.007867187133897589,0.007013293151105135,1.8584663324672432e-06,3.1400226459136393e-06,0.0008538939827924539,-0.1657335435508159,0.1657335435508159
HNRNPCL1,0.030326044966481152,0.03401784229869045,5.394691608000689e-05,8.145421706496459e-05,0.003691797332209295,0.1657291150128441,0.1657291150128441
AKR1E2,0.02766930354131713,0.03103741440528969,0.00015124277408449328,0.00024432896713480755,0.0033681108639725607,0.16571638915675835,0.16571638915675835
AARSD1,0.14095750265355456,0.12566892678885067,0.006587122538229245,0.008463666917794873,0.01528857586470389,-0.16563105470132714,0.16563105470132714
NAPG,0.005733549450116171,0.005111834254812976,1.2544332312121807e-06,2.063296930993546e-06,0.0006217151953031947,-0.16555688333294533,0.16555688333294533
NR6A1,0.023299263772410407,0.020773246244177795,6.431653322181256e-05,5.74575672690714e-05,0.0025260175282326124,-0.1655501547370873,0.1655501547370873
AC046185.1,0.01257931315014825,0.014108881763464266,8.979371299267839e-05,0.0001084538514695341,0.0015295686133160163,0.16553806429529633,0.16553806429529633
SLC16A2,0.004018054128210816,0.003582477813678116,1.411815197976267e-05,1.330985154287419e-05,0.00043557631453270025,-0.16549558518593666,0.16549558518593666
C17orf53,0.014115784895125145,0.012585964430817869,1.6756973674869196e-05,1.4057513267626017e-05,0.001529820464307276,-0.16548115792781484,0.16548115792781484
DEFB1,0.03808018632410309,0.03395345231897245,0.0002797871774649816,0.0002840826796280247,0.004126734005130639,-0.16547766088033947,0.16547766088033947
IGHV3-16,0.03630606459638702,0.040717105898650886,0.0003056255589534059,0.0004988470852157176,0.004411041302263864,0.16542015866380957,0.16542015866380957
C1RL,0.04249514739057567,0.04765683257984514,0.0004878727471753497,0.0006581780205688779,0.005161685189269467,0.1653812854618909,0.1653812854618909
ARHGDIA,0.006538225456472182,0.005829998034974096,2.148416990339828e-06,2.7796036531043803e-06,0.0007082274214980861,-0.1653769281543519,0.1653769281543519
RGL4,0.0035132695593357082,0.0031326836814964173,2.325150997217345e-06,2.920896866732616e-06,0.00038058587783929097,-0.1653652969375099,0.1653652969375099
CDIP1,0.03171211276041758,0.02827778207657864,7.085994088387939e-05,0.00010749839102744617,0.003434330683838936,-0.1653595034558333,0.1653595034558333
TMEM14C,0.11133871034223429,0.12485484976735126,0.001075670354960208,0.001920544536569571,0.013516139425116966,0.16529518118841696,0.16529518118841696
NUP50,0.1484501400873417,0.1664617050274614,0.0026290282012711953,0.0047705957391282585,0.018011564940119712,0.16521081321662565,0.16521081321662565
ARIH1,0.029405537774949555,0.03297239197935174,0.00022470565109096766,0.0003643806417842078,0.0035668542044021874,0.1651653687163446,0.1651653687163446
C5orf46,0.06683815553300454,0.07494436544675553,0.0005270198082430547,0.0008957234878411826,0.008106209913750995,0.16514575993258612,0.16514575993258612
MED4,0.004121079911002948,0.0046209256358856025,6.2100033713202635e-06,8.087095448245384e-06,0.0004998457248826544,0.1651215745012434,0.1651215745012434
PLLP,0.006367180201155401,0.005678616057698128,5.196618365310719e-06,6.867813551775225e-06,0.0006885641434572739,-0.16508775379666726,0.16508775379666726
CSTF3,0.012482110906536104,0.013995461288282308,6.759295870437919e-05,9.517308713387083e-05,0.0015133503817462042,0.1650846061499405,0.1650846061499405
ADGRB3,0.00994265970365278,0.011148114768996539,3.356119873336802e-05,5.034261304209435e-05,0.0012054550653437593,0.1650803360374425,0.1650803360374425
SLC25A51,0.004363159652747904,0.0038920447809685675,1.6046586635396836e-06,1.8925201160316799e-06,0.00047111487177933613,-0.16480494047548186,0.16480494047548186
TMEM183A,0.08509447690083656,0.095391539631381,0.005751009908934297,0.0072141589459724514,0.01029706273054444,0.16479399167410239,0.16479399167410239
EPAS1,0.03220113294123274,0.02872595283733086,4.2345236428513434e-05,5.8053643530519734e-05,0.003475180103901878,-0.1647512803241769,0.1647512803241769
BTBD7,0.275011384248042,0.30827995916260065,0.011841484283027755,0.017703551155705457,0.033268574914558646,0.16474919780625952,0.16474919780625952
CDKAL1,0.051987008385214736,0.05827176938258534,0.0006184715663103363,0.0008950643774600921,0.006284760997370603,0.16464298773203917,0.16464298773203917
MAPK8IP2,0.11562964170982472,0.1296072349956011,0.0012942408418887192,0.00217686850812581,0.013977593285776371,0.16463362893828093,0.16463362893828093
EPHX4,0.00782864603897122,0.008775050318664799,2.9117027261417457e-05,3.5717161256842864e-05,0.0009464042796935787,0.164624709721213,0.164624709721213
NSUN6,0.18298389380728058,0.20509347138133846,0.0035974770372835803,0.006063384956841707,0.022109577574057876,0.16456404968350266,0.16456404968350266
AOC3,0.014657669011826167,0.013078079835455052,8.043026672530623e-06,1.6248924891225792e-05,0.001579589176371115,-0.16449306942215527,0.16449306942215527
TMEM26,0.016663526956617148,0.014868241972213987,3.790560113899145e-05,4.42019572744301e-05,0.0017952849844031608,-0.16444926406080165,0.16444926406080165
ANKRD13C,0.005139381476663242,0.004586009067563408,1.4863890592526295e-05,1.5777740127951502e-05,0.0005533724090998338,-0.1643216689731632,0.1643216689731632
SCGB2A2,0.0405959789781345,0.045489556004783605,0.0007338967842138074,0.0009728359448166865,0.004893577026649103,0.16419469462935057,0.16419469462935057
LRRC14,0.04699241985333616,0.05265690219334585,0.0034926406106025112,0.004030200727928617,0.0056644823400096925,0.16419128702214386,0.16419128702214386
SNX2,0.00856267062306968,0.007641489958280238,1.5516747162684718e-05,1.1585002676333129e-05,0.0009211806647894429,-0.16418655617132172,0.16418655617132172
TSFM,0.02032798717703644,0.022777991977199995,0.00027767231700328253,0.0003630639487319321,0.0024500048001635556,0.1641655663071184,0.1641655663071184
TSPO,0.16742999612231443,0.18759712457230526,0.007126507044609326,0.01030103839690642,0.02016712844999083,0.16407876974259508,0.16407876974259508
POLR2G,0.009248863193803187,0.008254542787139045,8.476871414959885e-06,9.891585193054856e-06,0.0009943204066641415,-0.16406895534512295,0.16406895534512295
SLC25A4,0.005786283971958831,0.005164229960376652,2.133963876855491e-06,2.8794289300351227e-06,0.0006220540115821791,-0.1640538558661735,0.1640538558661735
FAM71D,0.14379745103053743,0.1611120951639769,0.0015535296788220217,0.002796213779665259,0.017314644133439472,0.1640256246671196,0.1640256246671196
TMEM179,0.005512141812229193,0.004919851051151812,1.064821181335e-06,1.4386314075017448e-06,0.0005922907610773805,-0.16396686343660313,0.16396686343660313
CDC14A,0.11657529415342398,0.13060618850138556,0.0025215271420007466,0.003671168955744938,0.014030894347961578,0.163959858079079,0.163959858079079
MAS1,0.016933893699155374,0.018971536593634295,5.917897755759114e-05,8.429191544460727e-05,0.0020376428944789207,0.16391364632799987,0.16391364632799987
BARX2,0.1659723249944497,0.18594096110640226,0.010357647089205278,0.013896414935465522,0.01996863611195257,0.16390098452947177,0.16390098452947177
VAMP5,0.0035342941608413492,0.003154669101184606,3.954870682600462e-06,4.437301763430264e-06,0.0003796250596567433,-0.1638843277957969,0.1638843277957969
NEFH,0.13718608752933495,0.15368758863218993,0.001870886254646959,0.0028688305840890993,0.016501501102854976,0.1638653519855406,0.1638653519855406
DHCR7,0.1540500755135441,0.17257042855831217,0.0019163367333017592,0.0033499071407262857,0.018520353044768068,0.1637848727394256,0.1637848727394256
SOX2,0.24183926997317115,0.27090895857409275,0.0036874074464725458,0.0065797056050431,0.0290696886009216,0.16375893297908925,0.16375893297908925
MUTYH,0.011020274911099097,0.012344757709146694,5.682905705803416e-05,8.134351174724759e-05,0.0013244827980475968,0.1637242626351267,0.1637242626351267
CHL1,0.02339567864596217,0.026203744358426106,0.0005116863003421986,0.0006091313956663159,0.002808065712463937,0.16352429303975002,0.16352429303975002
TBL3,0.08500955177121755,0.09521183534313926,0.0005006706618863537,0.0009312369007554027,0.010202283571921711,0.163514147716757,0.163514147716757
SLC5A7,0.011921897542575954,0.010644763924475512,1.4554398395026733e-05,2.4467765664357994e-05,0.001277133618100442,-0.1634554078062801,0.1634554078062801
TRHR,0.008294841768510303,0.007406595409360116,2.0013081467869387e-05,1.590437781885003e-05,0.0008882463591501867,-0.16338307391191367,0.16338307391191367
IGHV4OR15-8,0.018315721250953428,0.01635515016651962,4.542547020789643e-05,4.709307767210571e-05,0.0019605710844338084,-0.16332806624393728,0.16332806624393728
GPC2,0.012211768841544535,0.013675375357900617,6.906458661476821e-05,8.090822950001923e-05,0.0014636065163560821,0.16329560341493138,0.16329560341493138
HPR,0.011408309606592388,0.010188248188063775,2.4895383624742e-05,1.660190786921174e-05,0.0012200614185286125,-0.16316388833349627,0.16316388833349627
KRT10,0.06724555049912477,0.075295808407107,0.00028389954120218105,0.0005383635059950295,0.008050257907982236,0.16312845031178602,0.16312845031178602
AKT1,0.003253838714693457,0.002906221863262568,1.9670340982257336e-06,2.37994774375155e-06,0.00034761685143088914,-0.16294488178979388,0.16294488178979388
MRAP2,0.0032538387146934544,0.0029062218632625687,1.967034098225717e-06,2.3799477437515287e-06,0.0003476168514308857,-0.16294488178979227,0.16294488178979227
CCL17,0.06630463179038254,0.07423226593261546,0.00047388531016320714,0.0007677548208465766,0.007927634142232923,0.16293442889532592,0.16293442889532592
NLRP11,0.03351874177868466,0.029940887028960653,9.657505319054774e-05,0.00010885871318259206,0.0035778547497240104,-0.16284588789412302,0.16284588789412302
AREG,0.013009550969403469,0.014564139183617323,7.685408135186412e-05,0.00010332647316632384,0.001554588214213854,0.1628374294107573,0.1628374294107573
OR2B11,0.0029207756522868734,0.0026089361401477607,4.0786419407001905e-07,8.035797718331826e-07,0.00031183951213911276,-0.16283089806465198,0.16283089806465198
CHADL,0.09472498588237337,0.10604087033546748,0.0009325617971839192,0.0016802044947218388,0.011315884453094116,0.16280186627151222,0.16280186627151222
MRPL52,0.11604089580944885,0.12990280358843428,0.0012922218742055173,0.0023144169494731565,0.013861907778985438,0.1627979030110809,0.1627979030110809
CXCL2,0.013042332340029853,0.014600063761072308,6.474283546999647e-05,9.174855018165298e-05,0.001557731421042454,0.1627609808876235,0.1627609808876235
AC034102.2,0.11614110117149642,0.1300007278058537,0.005450505550121074,0.006064735557338614,0.013859626634357275,0.1626397579770027,0.1626397579770027
CAPRIN2,0.05505349896713014,0.06162299849108576,0.0007828203648466406,0.0011956108732130498,0.006569499523955621,0.16263183172380433,0.16263183172380433
AC078927.1,0.16979068116209584,0.15169412056979267,0.01504242760009803,0.015797101121184525,0.018096560592303162,-0.16259109612003805,0.16259109612003805
ABHD18,0.18695247468648338,0.20925067058801564,0.015405202515735355,0.021876693518948224,0.02229819590153226,0.16255985562806613,0.16255985562806613
TFAP2D,0.02519064865879142,0.02250662228399113,0.0001068384526612872,8.459922319830867e-05,0.0026840263748002906,-0.1625318839972216,0.1625318839972216
GLA,0.07094982037303249,0.07940708484014161,0.001402444205440399,0.0020366554861703267,0.008457264467109121,0.16246653550524767,0.16246653550524767
SPIDR,0.0030491833245714687,0.0027245723427291413,4.92211036032354e-07,7.576130167566347e-07,0.0003246109818423274,-0.16233674217470795,0.16233674217470795
NSD1,0.005427106309389101,0.004849574565941939,2.4470046474609796e-05,2.02376445227514e-05,0.0005775317434471624,-0.16229332697113877,0.16229332697113877
PLAT,0.11885971392345747,0.13300934941131196,0.009842325927771673,0.012094770530739757,0.014149635487854487,0.1622665533782569,0.1622665533782569
BTF3L4,0.0033566541694510085,0.003756026390106963,4.921991440364797e-06,6.205155452780738e-06,0.0003993722206559547,0.16213760609244604,0.16213760609244604
CCR5,0.002696520483967289,0.0024097813890915547,1.3151503874935064e-06,1.1007764127531056e-06,0.00028673909487573427,-0.1621330825083661,0.1621330825083661
ATP6V1D,0.23901175890102586,0.2674394097260341,0.00667488934607879,0.011239611057998632,0.028427650825008227,0.16212983658088143,0.16212983658088143
UBE2G2,0.002352068343454527,0.002101957153163885,1.0006169222965117e-06,8.37512969421564e-07,0.0002501111902906421,-0.1621237672943303,0.1621237672943303
BSND,0.00514252175762603,0.004595826972901644,1.1085210399437559e-06,1.1682658790133324e-06,0.0005466947847243865,-0.16211814441501976,0.16211814441501976
MMRN2,0.007020987474215413,0.006274822355828653,7.788805752521612e-06,9.700188640610686e-06,0.0007461651183867596,-0.1620749069619138,0.1620749069619138
CNOT4,0.004179087158201676,0.004675881971889494,4.7301497890204625e-06,6.474829861431307e-06,0.0004967948136878177,0.16201399666999305,0.16201399666999305
SNORC,0.06000514880017805,0.06713383175527787,0.0004129319213340269,0.0006500564678708693,0.007128682955099823,0.1619511376945597,0.1619511376945597
IGHV3OR16-8,0.007020162398097218,0.007854184586624824,1.745304846391857e-05,2.169453656441382e-05,0.0008340221885276052,0.16193527973103855,0.16193527973103855
ERCC4,0.19614805710289157,0.21944623883134068,0.004697171808305921,0.008465538287475129,0.023298181728449108,0.1619237174403733,0.1619237174403733
EIPR1,0.034674409301257314,0.030993685238752126,0.00021003777283998265,0.00020202332673484213,0.0036807240625051883,-0.1618920589050026,0.1618920589050026
LHX8,0.006269328478538632,0.007013860028346616,1.5486488921485035e-05,1.9885363897058876e-05,0.0007445315498079844,0.1618732948994571,0.1618732948994571
AL121594.1,0.01231578061374975,0.013778118901487267,2.4374300726046903e-05,3.606662146467712e-05,0.0014623382877375166,0.16185842799953806,0.16185842799953806
HSPA4L,0.019967335149577152,0.02233803076673581,0.00014571552706866045,0.00021601753228063403,0.0023706956171586566,0.16185253855586199,0.16185253855586199
STYX,0.05525992829013705,0.061816771082030604,0.0002237950169096925,0.0004054942803547219,0.006556842791893551,0.16176183974767744,0.16176183974767744
RBAK,0.1129673116267656,0.12636585094836406,0.005568073520169096,0.0073840148423605385,0.013398539321598457,0.16169991598127295,0.16169991598127295
